text,intent,entities
Comment aller de Argenteuil à Dijon,TRIP,"[{""start"": 17, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 35, ""label"": ""Destination""}]"
de Lille vers Strasbourg,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 24, ""label"": ""Destination""}]"
C'è un treno per Roma?,NOT_FRENCH,[]
Je compte partir de Bordeaux vers Malanville,TRIP,"[{""start"": 20, ""end"": 28, ""label"": ""Departure""}, {""start"": 34, ""end"": 44, ""label"": ""Destination""}]"
Je rentre à Metz depuis Brest,TRIP,"[{""start"": 24, ""end"": 29, ""label"": ""Departure""}, {""start"": 12, ""end"": 16, ""label"": ""Destination""}]"
Guten Tag,NOT_FRENCH,[]
Y a-t-il encore de la place Nice - Savé,NOT_TRIP,[]
depuis Dijon jusqu'à Aix-en-Provence,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 36, ""label"": ""Destination""}]"
de Lokossa vers Besançon,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 16, ""end"": 24, ""label"": ""Destination""}]"
Wann fährt der Zug ab?,NOT_FRENCH,[]
Horaires de train Nancy - Nice,NOT_TRIP,[]
Je pars de Rouen vers Brest pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 27, ""label"": ""Destination""}]"
Départ: Argenteuil Destination: Perpignan,TRIP,"[{""start"": 8, ""end"": 18, ""label"": ""Departure""}, {""start"": 32, ""end"": 41, ""label"": ""Destination""}]"
Je vais de Mulhouse à Besançon pour affaires,TRIP,"[{""start"": 11, ""end"": 19, ""label"": ""Departure""}, {""start"": 22, ""end"": 30, ""label"": ""Destination""}]"
De Marseille jusqu'à Natitingou,TRIP,"[{""start"": 3, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 31, ""label"": ""Destination""}]"
Grazie mille,NOT_FRENCH,[]
Je rentre à Lokossa depuis Nikki,TRIP,"[{""start"": 27, ""end"": 32, ""label"": ""Departure""}, {""start"": 12, ""end"": 19, ""label"": ""Destination""}]"
Combien coûte Nikki - Comè,NOT_TRIP,[]
Pouvez-vous me donner un billet de Amiens à Mulhouse,NOT_TRIP,[]
Je pars de Savé vers Ouidah pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 15, ""label"": ""Departure""}, {""start"": 21, ""end"": 27, ""label"": ""Destination""}]"
Je désire un trajet de Pobè à Comè,TRIP,"[{""start"": 23, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 34, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Nancy à Dijon,TRIP,"[{""start"": 38, ""end"": 43, ""label"": ""Departure""}, {""start"": 46, ""end"": 51, ""label"": ""Destination""}]"
Paris Natitingou,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 6, ""end"": 16, ""label"": ""Destination""}]"
Quel est le meilleur moyen pour aller de Abomey vers Montpellier,TRIP,"[{""start"": 41, ""end"": 47, ""label"": ""Departure""}, {""start"": 53, ""end"": 64, ""label"": ""Destination""}]"
Há um comboio para Lisboa?,NOT_FRENCH,[]
Wann fährt der Zug ab?,NOT_FRENCH,[]
lol lol lol,UNKNOWN,[]
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Je vais à Clermont-Ferrand depuis Nantes cet après-midi,TRIP,"[{""start"": 34, ""end"": 40, ""label"": ""Departure""}, {""start"": 10, ""end"": 26, ""label"": ""Destination""}]"
qsdfghjklm,UNKNOWN,[]
Trajet Bassila → Tours,TRIP,"[{""start"": 7, ""end"": 14, ""label"": ""Departure""}, {""start"": 17, ""end"": 22, ""label"": ""Destination""}]"
Je vais de Mulhouse à Saint-Étienne pour affaires,TRIP,"[{""start"": 11, ""end"": 19, ""label"": ""Departure""}, {""start"": 22, ""end"": 35, ""label"": ""Destination""}]"
C'est possible d'aller de Besançon à Bohicon,TRIP,"[{""start"": 26, ""end"": 34, ""label"": ""Departure""}, {""start"": 37, ""end"": 44, ""label"": ""Destination""}]"
Quels sont les horaires Metz Mulhouse,NOT_TRIP,[]
Est-ce que je peux réserver pour Annecy Kétou,NOT_TRIP,[]
What time does the train leave?,NOT_FRENCH,[]
Réservation Kandi → Rouen,NOT_TRIP,[]
Pourrais-je avoir un trajet Nikki - Toulouse,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 44, ""label"": ""Destination""}]"
Quels trains sont disponibles de Sakété à Cotonou,NOT_TRIP,[]
Je rentre à Nice depuis Lille,TRIP,"[{""start"": 24, ""end"": 29, ""label"": ""Departure""}, {""start"": 12, ""end"": 16, ""label"": ""Destination""}]"
Quels trains sont disponibles de Marseille à Kétou,NOT_TRIP,[]
Pouvez-vous me trouver un train de Besançon à Toulon,NOT_TRIP,[]
Tarifs pour Ouidah Boulogne-Billancourt,NOT_TRIP,[]
Billet de Nancy à Boulogne-Billancourt,NOT_TRIP,[]
A che ora parte il treno?,NOT_FRENCH,[]
Puis-je commander un aller simple pour Parakou Mulhouse,NOT_TRIP,[]
Je dois aller de Orléans à Tchaourou pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 36, ""label"": ""Destination""}]"
Avez-vous des trains pour Cotonou Saint-Denis,NOT_TRIP,[]
À quelle heure part le train de Bordeaux à Orléans,NOT_TRIP,[]
Départ: Kandi Destination: Rennes,TRIP,"[{""start"": 8, ""end"": 13, ""label"": ""Departure""}, {""start"": 27, ""end"": 33, ""label"": ""Destination""}]"
Paris - Kandi,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 13, ""label"": ""Destination""}]"
Prix du trajet Bordeaux Perpignan,NOT_TRIP,[]
Horarios de tren por favor,NOT_FRENCH,[]
wxcvbn,UNKNOWN,[]
Je voyage ce soir de Amiens vers Marseille,TRIP,"[{""start"": 21, ""end"": 27, ""label"": ""Departure""}, {""start"": 33, ""end"": 42, ""label"": ""Destination""}]"
Parakou / Allada,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 16, ""label"": ""Destination""}]"
Quels sont les horaires de train pour Boulogne-Billancourt Aix-en-Provence,NOT_TRIP,[]
Vorrei un biglietto per Milano,NOT_FRENCH,[]
Je vais de Toulouse à Montpellier pour affaires,TRIP,"[{""start"": 11, ""end"": 19, ""label"": ""Departure""}, {""start"": 22, ""end"": 33, ""label"": ""Destination""}]"
Réservation Orléans → Ouidah,NOT_TRIP,[]
I need to go to Birmingham,NOT_FRENCH,[]
Necesito ir a Sevilla,NOT_FRENCH,[]
Départ: Paris Destination: Brest,TRIP,"[{""start"": 8, ""end"": 13, ""label"": ""Departure""}, {""start"": 27, ""end"": 32, ""label"": ""Destination""}]"
De Nikki à Saint-Étienne,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 24, ""label"": ""Destination""}]"
Je pars demain de Angers à Grenoble,TRIP,"[{""start"": 18, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 35, ""label"": ""Destination""}]"
Il reste des places pour Porto-Novo Lyon,NOT_TRIP,[]
J'aimerais aller de Aix-en-Provence à Reims,TRIP,"[{""start"": 20, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 43, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Nancy à Cotonou,TRIP,"[{""start"": 38, ""end"": 43, ""label"": ""Departure""}, {""start"": 46, ""end"": 53, ""label"": ""Destination""}]"
Je veux aller de Besançon à Bohicon,TRIP,"[{""start"": 17, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 35, ""label"": ""Destination""}]"
Je vais de Metz à Parakou pour affaires,TRIP,"[{""start"": 11, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 25, ""label"": ""Destination""}]"
Villeurbanne / Metz,TRIP,"[{""start"": 0, ""end"": 12, ""label"": ""Departure""}, {""start"": 15, ""end"": 19, ""label"": ""Destination""}]"
Pouvez-vous me transférer le document,NOT_TRIP,[]
Train schedule please,NOT_FRENCH,[]
Merci de me faire parvenir le rapport,NOT_TRIP,[]
grrr,UNKNOWN,[]
xD xD xD,UNKNOWN,[]
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
I would like a ticket to Manchester,NOT_FRENCH,[]
Há um comboio para Lisboa?,NOT_FRENCH,[]
Pourrais-je avoir un trajet Paris - Orléans,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 43, ""label"": ""Destination""}]"
Comment prendre un billet Montpellier Bordeaux,NOT_TRIP,[]
!!!,UNKNOWN,[]
Tarifs pour Saint-Étienne Annecy,NOT_TRIP,[]
Je rentre à Le Mans depuis Limoges,TRIP,"[{""start"": 27, ""end"": 34, ""label"": ""Departure""}, {""start"": 12, ""end"": 19, ""label"": ""Destination""}]"
Tarifs pour Parakou Rennes,NOT_TRIP,[]
Ich möchte ein Ticket nach München,NOT_FRENCH,[]
Il faut que j'aille de Savé à Amiens,TRIP,"[{""start"": 23, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 36, ""label"": ""Destination""}]"
What time does the train leave?,NOT_FRENCH,[]
de Grenoble à Paris,TRIP,"[{""start"": 3, ""end"": 11, ""label"": ""Departure""}, {""start"": 14, ""end"": 19, ""label"": ""Destination""}]"
Argenteuil / Rouen,TRIP,"[{""start"": 0, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 18, ""label"": ""Destination""}]"
Quels sont les horaires de train pour Sakété Natitingou,NOT_TRIP,[]
iiii,UNKNOWN,[]
Je rentre à Nîmes depuis Allada,TRIP,"[{""start"": 25, ""end"": 31, ""label"": ""Departure""}, {""start"": 12, ""end"": 17, ""label"": ""Destination""}]"
Combien coûte Perpignan - Comè,NOT_TRIP,[]
Quiero un billete para Madrid,NOT_FRENCH,[]
Je voyage ce soir de Villeurbanne vers Strasbourg,TRIP,"[{""start"": 21, ""end"": 33, ""label"": ""Departure""}, {""start"": 39, ""end"": 49, ""label"": ""Destination""}]"
Comment commander un billet Rouen Clermont-Ferrand,NOT_TRIP,[]
J'aimerais aller de Natitingou à Lille,TRIP,"[{""start"": 20, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 38, ""label"": ""Destination""}]"
Bonne journée,NOT_TRIP,[]
...,UNKNOWN,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Est-ce que je peux réserver pour Abomey Bordeaux,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Kétou Kandi,TRIP,"[{""start"": 44, ""end"": 49, ""label"": ""Departure""}, {""start"": 50, ""end"": 55, ""label"": ""Destination""}]"
...,UNKNOWN,[]
Comment commander un billet Grenoble Paris,NOT_TRIP,[]
Je cherche un train Lokossa Cotonou,NOT_TRIP,[]
de Nancy vers Marseille,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 23, ""label"": ""Destination""}]"
Quel est le numéro du service client,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Nancy Le Mans,TRIP,"[{""start"": 44, ""end"": 49, ""label"": ""Departure""}, {""start"": 50, ""end"": 57, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Comè à Nîmes,TRIP,"[{""start"": 38, ""end"": 42, ""label"": ""Departure""}, {""start"": 45, ""end"": 50, ""label"": ""Destination""}]"
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
J'aimerais aller de Bohicon à Perpignan,TRIP,"[{""start"": 20, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 39, ""label"": ""Destination""}]"
Je pars demain de Annecy à Savé,TRIP,"[{""start"": 18, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 31, ""label"": ""Destination""}]"
Merci pour votre aide,NOT_TRIP,[]
Quel est le numéro du service client,NOT_TRIP,[]
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Comment puis-je vous contacter,NOT_TRIP,[]
Comment commander un billet Bordeaux Nantes,NOT_TRIP,[]
Je voudrais réserver Besançon Cotonou,NOT_TRIP,[]
Merci pour votre aide,NOT_TRIP,[]
Quel est le meilleur moyen pour aller de Nancy vers Besançon,TRIP,"[{""start"": 41, ""end"": 46, ""label"": ""Departure""}, {""start"": 52, ""end"": 60, ""label"": ""Destination""}]"
Comment commander un billet Tours Caen,NOT_TRIP,[]
Quel est le prix du billet Nîmes Parakou,NOT_TRIP,[]
depuis Porto-Novo jusqu'à Aix-en-Provence,TRIP,"[{""start"": 7, ""end"": 17, ""label"": ""Departure""}, {""start"": 26, ""end"": 41, ""label"": ""Destination""}]"
Je veux aller de Perpignan à Villeurbanne,TRIP,"[{""start"": 17, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 41, ""label"": ""Destination""}]"
Quels trains sont disponibles de Malanville à Metz,NOT_TRIP,[]
C'est possible d'aller de Saint-Étienne à Porto-Novo,TRIP,"[{""start"": 26, ""end"": 39, ""label"": ""Departure""}, {""start"": 42, ""end"": 52, ""label"": ""Destination""}]"
Caen Sakété,TRIP,"[{""start"": 0, ""end"": 4, ""label"": ""Departure""}, {""start"": 5, ""end"": 11, ""label"": ""Destination""}]"
Sakété / Kandi,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 14, ""label"": ""Destination""}]"
Comment aller de Nice à Kandi,TRIP,"[{""start"": 17, ""end"": 21, ""label"": ""Departure""}, {""start"": 24, ""end"": 29, ""label"": ""Destination""}]"
de Pobè à Ouidah,TRIP,"[{""start"": 3, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 16, ""label"": ""Destination""}]"
Je souhaite me déplacer de Comè à Argenteuil,TRIP,"[{""start"": 27, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 44, ""label"": ""Destination""}]"
"Good morning, I need assistance",NOT_FRENCH,[]
Je souhaite obtenir mon trajet Bassila vers Natitingou,TRIP,"[{""start"": 31, ""end"": 38, ""label"": ""Departure""}, {""start"": 44, ""end"": 54, ""label"": ""Destination""}]"
Metz / Dijon,TRIP,"[{""start"": 0, ""end"": 4, ""label"": ""Departure""}, {""start"": 7, ""end"": 12, ""label"": ""Destination""}]"
euh...,UNKNOWN,[]
Vorrei un biglietto per Milano,NOT_FRENCH,[]
Réservation Nantes → Pobè,NOT_TRIP,[]
Pouvez-vous me transférer le document,NOT_TRIP,[]
Horarios de tren por favor,NOT_FRENCH,[]
Je rentre à Nice depuis Djougou,TRIP,"[{""start"": 24, ""end"": 31, ""label"": ""Departure""}, {""start"": 12, ""end"": 16, ""label"": ""Destination""}]"
Rennes - Mulhouse,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 17, ""label"": ""Destination""}]"
Quels trains sont disponibles de Annecy à Dijon,NOT_TRIP,[]
uzww,UNKNOWN,[]
wxcvbn,UNKNOWN,[]
zzz,UNKNOWN,[]
De Bassila à Villeurbanne,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 25, ""label"": ""Destination""}]"
Trains disponibles Clermont-Ferrand → Bordeaux,NOT_TRIP,[]
Un billet pour Nice Orléans,NOT_TRIP,[]
¿A qué hora sale el tren?,NOT_FRENCH,[]
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
Horarios de tren por favor,NOT_FRENCH,[]
Vorrei un biglietto per Milano,NOT_FRENCH,[]
Quels sont les horaires Djougou Perpignan,NOT_TRIP,[]
¿A qué hora sale el tren?,NOT_FRENCH,[]
Aller de Metz vers Perpignan,TRIP,"[{""start"": 9, ""end"": 13, ""label"": ""Departure""}, {""start"": 19, ""end"": 28, ""label"": ""Destination""}]"
De Bordeaux jusqu'à Argenteuil,TRIP,"[{""start"": 3, ""end"": 11, ""label"": ""Departure""}, {""start"": 20, ""end"": 30, ""label"": ""Destination""}]"
Avez-vous des places disponibles pour Amiens Angers,NOT_TRIP,[]
Quels sont les horaires de train pour Pobè Djougou,NOT_TRIP,[]
Comment prendre un billet Limoges Malanville,NOT_TRIP,[]
De Dijon jusqu'à Rennes,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 17, ""end"": 23, ""label"": ""Destination""}]"
Amiens - Orléans,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 16, ""label"": ""Destination""}]"
Horarios de tren por favor,NOT_FRENCH,[]
Je dois me rendre de Abomey à Dijon,TRIP,"[{""start"": 21, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 35, ""label"": ""Destination""}]"
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
depuis Malanville jusqu'à Annecy,TRIP,"[{""start"": 7, ""end"": 17, ""label"": ""Departure""}, {""start"": 26, ""end"": 32, ""label"": ""Destination""}]"
Je rentre à Dijon depuis Toulon,TRIP,"[{""start"": 25, ""end"": 31, ""label"": ""Departure""}, {""start"": 12, ""end"": 17, ""label"": ""Destination""}]"
What time does the train leave?,NOT_FRENCH,[]
Prix du trajet Nîmes Bassila,NOT_TRIP,[]
Pouvez-vous me transférer le document,NOT_TRIP,[]
Réservation Nancy → Comè,NOT_TRIP,[]
Les horaires pour aller de Nikki à Tchaourou,NOT_TRIP,[]
Quel est le meilleur moyen pour aller de Reims vers Toulon,TRIP,"[{""start"": 41, ""end"": 46, ""label"": ""Departure""}, {""start"": 52, ""end"": 58, ""label"": ""Destination""}]"
Há um comboio para Lisboa?,NOT_FRENCH,[]
Ich muss nach Frankfurt,NOT_FRENCH,[]
Is there a train to London?,NOT_FRENCH,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
Départ: Besançon Destination: Kétou,TRIP,"[{""start"": 8, ""end"": 16, ""label"": ""Departure""}, {""start"": 30, ""end"": 35, ""label"": ""Destination""}]"
Un billet pour Tchaourou Argenteuil,NOT_TRIP,[]
Il faut que j'aille de Villeurbanne à Orléans,TRIP,"[{""start"": 23, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 45, ""label"": ""Destination""}]"
Quel est le numéro du service client,NOT_TRIP,[]
À quelle heure y a-t-il des trains de Natitingou à Grenoble,NOT_TRIP,[]
Avez-vous des trains pour Montpellier Strasbourg,NOT_TRIP,[]
C'est possible d'aller de Dijon à Angers,TRIP,"[{""start"": 26, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 40, ""label"": ""Destination""}]"
Je vais de Saint-Denis à Orléans pour affaires,TRIP,"[{""start"": 11, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 32, ""label"": ""Destination""}]"
Boulogne-Billancourt → Malanville,TRIP,"[{""start"": 0, ""end"": 20, ""label"": ""Departure""}, {""start"": 23, ""end"": 33, ""label"": ""Destination""}]"
Is er een trein naar Amsterdam?,NOT_FRENCH,[]
Réservation Parakou → Le Havre,NOT_TRIP,[]
Avez-vous des trains pour Nantes Nancy,NOT_TRIP,[]
Je pars de Lille vers Le Havre pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 30, ""label"": ""Destination""}]"
Is er een trein naar Amsterdam?,NOT_FRENCH,[]
Guten Tag,NOT_FRENCH,[]
Je vais de Rouen à Tchaourou pour affaires,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 19, ""end"": 28, ""label"": ""Destination""}]"
C'est possible d'aller de Allada à Besançon,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 43, ""label"": ""Destination""}]"
Il reste des places pour Saint-Étienne Toulouse,NOT_TRIP,[]
¿A qué hora sale el tren?,NOT_FRENCH,[]
Trains disponibles Strasbourg → Tchaourou,NOT_TRIP,[]
Je souhaite me déplacer de Saint-Denis à Annecy,TRIP,"[{""start"": 27, ""end"": 38, ""label"": ""Departure""}, {""start"": 41, ""end"": 47, ""label"": ""Destination""}]"
Bonne journée,NOT_TRIP,[]
Prix du trajet Tours Cotonou,NOT_TRIP,[]
Bonne journée,NOT_TRIP,[]
Je me déplace la semaine prochaine de Bassila à Caen,TRIP,"[{""start"": 38, ""end"": 45, ""label"": ""Departure""}, {""start"": 48, ""end"": 52, ""label"": ""Destination""}]"
"Hello, how are you?",NOT_FRENCH,[]
Quiero un billete para Madrid,NOT_FRENCH,[]
Avez-vous des disponibilités pour un trajet Kétou Porto-Novo,TRIP,"[{""start"": 44, ""end"": 49, ""label"": ""Departure""}, {""start"": 50, ""end"": 60, ""label"": ""Destination""}]"
Je désire un trajet de Parakou à Mulhouse,TRIP,"[{""start"": 23, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 41, ""label"": ""Destination""}]"
Je cherche un train Toulon Rouen,NOT_TRIP,[]
Je vais à Angers depuis Cotonou cet après-midi,TRIP,"[{""start"": 24, ""end"": 31, ""label"": ""Departure""}, {""start"": 10, ""end"": 16, ""label"": ""Destination""}]"
Quanto custa ir a Coimbra?,NOT_FRENCH,[]
Quel est le meilleur moyen pour aller de Nancy vers Bordeaux,TRIP,"[{""start"": 41, ""end"": 46, ""label"": ""Departure""}, {""start"": 52, ""end"": 60, ""label"": ""Destination""}]"
Ouidah → Paris,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 14, ""label"": ""Destination""}]"
"Hello, how are you?",NOT_FRENCH,[]
C'est combien pour aller de Lokossa à Mulhouse,NOT_TRIP,[]
bg,UNKNOWN,[]
...........,UNKNOWN,[]
Quel est le numéro du service client,NOT_TRIP,[]
Je désire un trajet de Le Havre à Rouen,TRIP,"[{""start"": 23, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 39, ""label"": ""Destination""}]"
C'est possible d'aller de Sakété à Ouidah,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 41, ""label"": ""Destination""}]"
